,Indicator Name,Country Code,Country Name,Year,Value,Location,Area,Population
711,"Proportion of population with access to electricity, URBAN (%)",AGO,Angola,2012,72.76436,URBAN,Urbanism,31127674
712,"Proportion of population with access to electricity, RURAL (%)",AGO,Angola,2012,0.0,RURAL,Urbanism,31127674
713,"Proportion of population with access to electricity, RURAL (%)",AGO,Angola,2013,0.0,RURAL,Urbanism,31127674
714,"Proportion of population with access to electricity, URBAN (%)",AGO,Angola,2013,67.6968,URBAN,Urbanism,31127674
715,"Proportion of population with access to electricity, URBAN (%)",AGO,Angola,2014,51.0,URBAN,Urbanism,31127674
716,"Proportion of population with access to electricity, RURAL (%)",AGO,Angola,2014,0.01929,RURAL,Urbanism,31127674
717,"Proportion of population with access to electricity, RURAL (%)",AGO,Angola,2015,3.8150699999999995,RURAL,Urbanism,31127674
718,"Proportion of population with access to electricity, URBAN (%)",AGO,Angola,2015,64.0,URBAN,Urbanism,31127674
719,"Proportion of population with access to electricity, URBAN (%)",AGO,Angola,2016,70.79496,URBAN,Urbanism,31127674
720,"Proportion of population with access to electricity, RURAL (%)",AGO,Angola,2016,0.0,RURAL,Urbanism,31127674
721,"Proportion of population with access to electricity, RURAL (%)",AGO,Angola,2017,0.0,RURAL,Urbanism,31127674
722,"Proportion of population with access to electricity, URBAN (%)",AGO,Angola,2017,72.72219,URBAN,Urbanism,31127674
723,"Proportion of population with access to electricity, URBAN (%)",BRA,Brazil,2010,99.7252,URBAN,Urbanism,210147125
724,"Proportion of population with access to electricity, RURAL (%)",BRA,Brazil,2010,94.11437,RURAL,Urbanism,210147125
725,"Proportion of population with access to electricity, RURAL (%)",BRA,Brazil,2011,96.19059,RURAL,Urbanism,210147125
726,"Proportion of population with access to electricity, URBAN (%)",BRA,Brazil,2011,99.89856999999999,URBAN,Urbanism,210147125
727,"Proportion of population with access to electricity, URBAN (%)",BRA,Brazil,2012,99.92742,URBAN,Urbanism,210147125
728,"Proportion of population with access to electricity, RURAL (%)",BRA,Brazil,2012,97.22180999999999,RURAL,Urbanism,210147125
729,"Proportion of population with access to electricity, RURAL (%)",BRA,Brazil,2013,97.50203,RURAL,Urbanism,210147125
730,"Proportion of population with access to electricity, URBAN (%)",BRA,Brazil,2013,99.93500999999999,URBAN,Urbanism,210147125
731,"Proportion of population with access to electricity, URBAN (%)",BRA,Brazil,2014,99.94555,URBAN,Urbanism,210147125
732,"Proportion of population with access to electricity, RURAL (%)",BRA,Brazil,2014,97.91008000000001,RURAL,Urbanism,210147125
733,"Proportion of population with access to electricity, URBAN (%)",BRA,Brazil,2015,99.9562,URBAN,Urbanism,210147125
734,"Proportion of population with access to electricity, RURAL (%)",BRA,Brazil,2015,98.23241,RURAL,Urbanism,210147125
735,"Proportion of population with access to electricity, URBAN (%)",BRA,Brazil,2016,99.9,URBAN,Urbanism,210147125
736,"Proportion of population with access to electricity, RURAL (%)",BRA,Brazil,2016,98.46713000000001,RURAL,Urbanism,210147125
737,"Proportion of population with access to electricity, RURAL (%)",BRA,Brazil,2017,100.0,RURAL,Urbanism,210147125
738,"Proportion of population with access to electricity, URBAN (%)",BRA,Brazil,2017,100.0,URBAN,Urbanism,210147125
739,"Proportion of population with access to electricity, URBAN (%)",CPV,Cabo Verde,2010,90.6207,URBAN,Urbanism,543767
740,"Proportion of population with access to electricity, RURAL (%)",CPV,Cabo Verde,2010,65.68366,RURAL,Urbanism,543767
741,"Proportion of population with access to electricity, URBAN (%)",CPV,Cabo Verde,2011,89.76498000000001,URBAN,Urbanism,543767
742,"Proportion of population with access to electricity, RURAL (%)",CPV,Cabo Verde,2011,62.480340000000005,RURAL,Urbanism,543767
743,"Proportion of population with access to electricity, URBAN (%)",CPV,Cabo Verde,2012,90.29304,URBAN,Urbanism,543767
744,"Proportion of population with access to electricity, RURAL (%)",CPV,Cabo Verde,2012,67.08478000000001,RURAL,Urbanism,543767
745,"Proportion of population with access to electricity, RURAL (%)",CPV,Cabo Verde,2013,71.37555,RURAL,Urbanism,543767
746,"Proportion of population with access to electricity, URBAN (%)",CPV,Cabo Verde,2013,91.12305,URBAN,Urbanism,543767
747,"Proportion of population with access to electricity, URBAN (%)",CPV,Cabo Verde,2014,91.95945999999999,URBAN,Urbanism,543767
748,"Proportion of population with access to electricity, RURAL (%)",CPV,Cabo Verde,2014,75.82372,RURAL,Urbanism,543767
749,"Proportion of population with access to electricity, RURAL (%)",CPV,Cabo Verde,2015,80.41375,RURAL,Urbanism,543767
750,"Proportion of population with access to electricity, URBAN (%)",CPV,Cabo Verde,2015,92.80013000000001,URBAN,Urbanism,543767
751,"Proportion of population with access to electricity, URBAN (%)",CPV,Cabo Verde,2016,93.64291999999999,URBAN,Urbanism,543767
752,"Proportion of population with access to electricity, RURAL (%)",CPV,Cabo Verde,2016,85.13048,RURAL,Urbanism,543767
753,"Proportion of population with access to electricity, RURAL (%)",CPV,Cabo Verde,2017,89.95964000000001,RURAL,Urbanism,543767
754,"Proportion of population with access to electricity, URBAN (%)",CPV,Cabo Verde,2017,94.48608,URBAN,Urbanism,543767
755,"Proportion of population with access to electricity, URBAN (%)",GIN,Guinea,2010,71.32494,URBAN,Urbanism,1308975
756,"Proportion of population with access to electricity, RURAL (%)",GIN,Guinea,2010,2.51464,RURAL,Urbanism,1308975
757,"Proportion of population with access to electricity, RURAL (%)",GIN,Guinea,2011,2.90311,RURAL,Urbanism,1308975
758,"Proportion of population with access to electricity, URBAN (%)",GIN,Guinea,2011,72.92614,URBAN,Urbanism,1308975
759,"Proportion of population with access to electricity, URBAN (%)",GIN,Guinea,2012,74.2,URBAN,Urbanism,1308975
760,"Proportion of population with access to electricity, RURAL (%)",GIN,Guinea,2012,1.19065,RURAL,Urbanism,1308975
761,"Proportion of population with access to electricity, RURAL (%)",GIN,Guinea,2013,3.8155900000000003,RURAL,Urbanism,1308975
762,"Proportion of population with access to electricity, URBAN (%)",GIN,Guinea,2013,76.15839,URBAN,Urbanism,1308975
763,"Proportion of population with access to electricity, URBAN (%)",GIN,Guinea,2014,77.78516,URBAN,Urbanism,1308975
764,"Proportion of population with access to electricity, RURAL (%)",GIN,Guinea,2014,4.315930000000001,RURAL,Urbanism,1308975
765,"Proportion of population with access to electricity, RURAL (%)",GIN,Guinea,2015,5.62509,RURAL,Urbanism,1308975
766,"Proportion of population with access to electricity, URBAN (%)",GIN,Guinea,2015,79.59303,URBAN,Urbanism,1308975
767,"Proportion of population with access to electricity, URBAN (%)",GIN,Guinea,2016,82.2,URBAN,Urbanism,1308975
768,"Proportion of population with access to electricity, RURAL (%)",GIN,Guinea,2016,6.74292,RURAL,Urbanism,1308975
769,"Proportion of population with access to electricity, RURAL (%)",GIN,Guinea,2017,8.8052,RURAL,Urbanism,1308975
770,"Proportion of population with access to electricity, URBAN (%)",GIN,Guinea,2017,83.22202,URBAN,Urbanism,1308975
771,"Proportion of population with access to electricity, URBAN (%)",MOZ,Mozambique,2010,51.87147,URBAN,Urbanism,30066648
772,"Proportion of population with access to electricity, RURAL (%)",MOZ,Mozambique,2010,2.68371,RURAL,Urbanism,30066648
773,"Proportion of population with access to electricity, RURAL (%)",MOZ,Mozambique,2011,3.80835,RURAL,Urbanism,30066648
774,"Proportion of population with access to electricity, URBAN (%)",MOZ,Mozambique,2011,54.5,URBAN,Urbanism,30066648
775,"Proportion of population with access to electricity, URBAN (%)",MOZ,Mozambique,2012,58.39451,URBAN,Urbanism,30066648
776,"Proportion of population with access to electricity, RURAL (%)",MOZ,Mozambique,2012,3.07951,RURAL,Urbanism,30066648
777,"Proportion of population with access to electricity, RURAL (%)",MOZ,Mozambique,2013,2.8810000000000002,RURAL,Urbanism,30066648
778,"Proportion of population with access to electricity, URBAN (%)",MOZ,Mozambique,2013,61.14951,URBAN,Urbanism,30066648
779,"Proportion of population with access to electricity, URBAN (%)",MOZ,Mozambique,2014,64.02699,URBAN,Urbanism,30066648
780,"Proportion of population with access to electricity, RURAL (%)",MOZ,Mozambique,2014,2.5925,RURAL,Urbanism,30066648
781,"Proportion of population with access to electricity, RURAL (%)",MOZ,Mozambique,2015,0.9268299999999999,RURAL,Urbanism,30066648
782,"Proportion of population with access to electricity, URBAN (%)",MOZ,Mozambique,2015,68.0,URBAN,Urbanism,30066648
783,"Proportion of population with access to electricity, RURAL (%)",MOZ,Mozambique,2016,2.39319,RURAL,Urbanism,30066648
784,"Proportion of population with access to electricity, URBAN (%)",MOZ,Mozambique,2016,70.30515,URBAN,Urbanism,30066648
785,"Proportion of population with access to electricity, RURAL (%)",MOZ,Mozambique,2017,2.17583,RURAL,Urbanism,30066648
786,"Proportion of population with access to electricity, URBAN (%)",MOZ,Mozambique,2017,73.39186,URBAN,Urbanism,30066648
787,"Proportion of population with access to electricity, URBAN (%)",PRT,Portugal,2010,100.0,URBAN,Urbanism,10295909
788,"Proportion of population with access to electricity, RURAL (%)",PRT,Portugal,2010,100.0,RURAL,Urbanism,10295909
789,"Proportion of population with access to electricity, RURAL (%)",PRT,Portugal,2011,100.0,RURAL,Urbanism,10295909
790,"Proportion of population with access to electricity, URBAN (%)",PRT,Portugal,2011,100.0,URBAN,Urbanism,10295909
791,"Proportion of population with access to electricity, URBAN (%)",PRT,Portugal,2012,100.0,URBAN,Urbanism,10295909
792,"Proportion of population with access to electricity, RURAL (%)",PRT,Portugal,2012,100.0,RURAL,Urbanism,10295909
793,"Proportion of population with access to electricity, RURAL (%)",PRT,Portugal,2013,100.0,RURAL,Urbanism,10295909
794,"Proportion of population with access to electricity, URBAN (%)",PRT,Portugal,2013,100.0,URBAN,Urbanism,10295909
795,"Proportion of population with access to electricity, URBAN (%)",PRT,Portugal,2014,100.0,URBAN,Urbanism,10295909
796,"Proportion of population with access to electricity, RURAL (%)",PRT,Portugal,2014,100.0,RURAL,Urbanism,10295909
797,"Proportion of population with access to electricity, RURAL (%)",PRT,Portugal,2015,100.0,RURAL,Urbanism,10295909
798,"Proportion of population with access to electricity, URBAN (%)",PRT,Portugal,2015,100.0,URBAN,Urbanism,10295909
799,"Proportion of population with access to electricity, URBAN (%)",PRT,Portugal,2016,100.0,URBAN,Urbanism,10295909
800,"Proportion of population with access to electricity, RURAL (%)",PRT,Portugal,2016,100.0,RURAL,Urbanism,10295909
801,"Proportion of population with access to electricity, RURAL (%)",PRT,Portugal,2017,100.0,RURAL,Urbanism,10295909
802,"Proportion of population with access to electricity, URBAN (%)",PRT,Portugal,2017,100.0,URBAN,Urbanism,10295909
803,"Proportion of population with access to electricity, URBAN (%)",GNB,Guinea-Bissau,2010,11.8,URBAN,Urbanism,1874303
804,"Proportion of population with access to electricity, RURAL (%)",GNB,Guinea-Bissau,2010,2.11542,RURAL,Urbanism,1874303
805,"Proportion of population with access to electricity, URBAN (%)",GNB,Guinea-Bissau,2011,27.26623,URBAN,Urbanism,1874303
806,"Proportion of population with access to electricity, RURAL (%)",GNB,Guinea-Bissau,2011,0.74403,RURAL,Urbanism,1874303
807,"Proportion of population with access to electricity, URBAN (%)",GNB,Guinea-Bissau,2012,27.613590000000002,URBAN,Urbanism,1874303
808,"Proportion of population with access to electricity, RURAL (%)",GNB,Guinea-Bissau,2012,1.56149,RURAL,Urbanism,1874303
809,"Proportion of population with access to electricity, RURAL (%)",GNB,Guinea-Bissau,2013,5.50706,RURAL,Urbanism,1874303
810,"Proportion of population with access to electricity, URBAN (%)",GNB,Guinea-Bissau,2013,27.969490000000004,URBAN,Urbanism,1874303
811,"Proportion of population with access to electricity, URBAN (%)",GNB,Guinea-Bissau,2014,33.1,URBAN,Urbanism,1874303
812,"Proportion of population with access to electricity, RURAL (%)",GNB,Guinea-Bissau,2014,5.82026,RURAL,Urbanism,1874303
813,"Proportion of population with access to electricity, RURAL (%)",GNB,Guinea-Bissau,2015,7.38662,RURAL,Urbanism,1874303
814,"Proportion of population with access to electricity, URBAN (%)",GNB,Guinea-Bissau,2015,38.04417,URBAN,Urbanism,1874303
815,"Proportion of population with access to electricity, URBAN (%)",GNB,Guinea-Bissau,2016,43.21029,URBAN,Urbanism,1874303
816,"Proportion of population with access to electricity, RURAL (%)",GNB,Guinea-Bissau,2016,8.38155,RURAL,Urbanism,1874303
817,"Proportion of population with access to electricity, RURAL (%)",GNB,Guinea-Bissau,2017,9.27338,RURAL,Urbanism,1874303
818,"Proportion of population with access to electricity, URBAN (%)",GNB,Guinea-Bissau,2017,48.33256,URBAN,Urbanism,1874303
819,"Proportion of population with access to electricity, URBAN (%)",TLS,Timor-Leste,2010,83.4,URBAN,Urbanism,1300000
820,"Proportion of population with access to electricity, RURAL (%)",TLS,Timor-Leste,2010,20.57826,RURAL,Urbanism,1300000
821,"Proportion of population with access to electricity, RURAL (%)",TLS,Timor-Leste,2011,38.70606,RURAL,Urbanism,1300000
822,"Proportion of population with access to electricity, URBAN (%)",TLS,Timor-Leste,2011,87.76572,URBAN,Urbanism,1300000
823,"Proportion of population with access to electricity, URBAN (%)",TLS,Timor-Leste,2012,89.5231,URBAN,Urbanism,1300000
824,"Proportion of population with access to electricity, RURAL (%)",TLS,Timor-Leste,2012,42.35348,RURAL,Urbanism,1300000
825,"Proportion of population with access to electricity, RURAL (%)",TLS,Timor-Leste,2013,46.06374,RURAL,Urbanism,1300000
826,"Proportion of population with access to electricity, URBAN (%)",TLS,Timor-Leste,2013,91.28901,URBAN,Urbanism,1300000
827,"Proportion of population with access to electricity, URBAN (%)",TLS,Timor-Leste,2014,93.09263,URBAN,Urbanism,1300000
828,"Proportion of population with access to electricity, RURAL (%)",TLS,Timor-Leste,2014,49.927440000000004,RURAL,Urbanism,1300000
829,"Proportion of population with access to electricity, RURAL (%)",TLS,Timor-Leste,2015,55.466269999999994,RURAL,Urbanism,1300000
830,"Proportion of population with access to electricity, URBAN (%)",TLS,Timor-Leste,2015,95.53161,URBAN,Urbanism,1300000
831,"Proportion of population with access to electricity, URBAN (%)",TLS,Timor-Leste,2016,98.4,URBAN,Urbanism,1300000
832,"Proportion of population with access to electricity, RURAL (%)",TLS,Timor-Leste,2016,67.18119,RURAL,Urbanism,1300000
833,"Proportion of population with access to electricity, RURAL (%)",TLS,Timor-Leste,2017,71.88738000000001,RURAL,Urbanism,1300000
834,"Proportion of population with access to electricity, URBAN (%)",TLS,Timor-Leste,2017,100.0,URBAN,Urbanism,1300000
835,"Proportion of population with access to electricity, URBAN (%)",STP,Sao Tome and Principe,2010,69.32996,URBAN,Urbanism,211028
836,"Proportion of population with access to electricity, RURAL (%)",STP,Sao Tome and Principe,2010,41.98655,RURAL,Urbanism,211028
837,"Proportion of population with access to electricity, RURAL (%)",STP,Sao Tome and Principe,2011,42.433209999999995,RURAL,Urbanism,211028
838,"Proportion of population with access to electricity, URBAN (%)",STP,Sao Tome and Principe,2011,69.94833,URBAN,Urbanism,211028
839,"Proportion of population with access to electricity, RURAL (%)",STP,Sao Tome and Principe,2012,42.7666,RURAL,Urbanism,211028
840,"Proportion of population with access to electricity, URBAN (%)",STP,Sao Tome and Principe,2012,65.3,URBAN,Urbanism,211028
841,"Proportion of population with access to electricity, RURAL (%)",STP,Sao Tome and Principe,2013,45.0982,RURAL,Urbanism,211028
842,"Proportion of population with access to electricity, URBAN (%)",STP,Sao Tome and Principe,2013,71.2149,URBAN,Urbanism,211028
843,"Proportion of population with access to electricity, URBAN (%)",STP,Sao Tome and Principe,2014,75.8,URBAN,Urbanism,211028
844,"Proportion of population with access to electricity, RURAL (%)",STP,Sao Tome and Principe,2014,52.41348,RURAL,Urbanism,211028
845,"Proportion of population with access to electricity, RURAL (%)",STP,Sao Tome and Principe,2015,46.362120000000004,RURAL,Urbanism,211028
846,"Proportion of population with access to electricity, URBAN (%)",STP,Sao Tome and Principe,2015,76.61967,URBAN,Urbanism,211028
847,"Proportion of population with access to electricity, URBAN (%)",STP,Sao Tome and Principe,2016,79.88091999999999,URBAN,Urbanism,211028
848,"Proportion of population with access to electricity, RURAL (%)",STP,Sao Tome and Principe,2016,45.95697,RURAL,Urbanism,211028
849,"Proportion of population with access to electricity, RURAL (%)",STP,Sao Tome and Principe,2017,45.32861,RURAL,Urbanism,211028
850,"Proportion of population with access to electricity, URBAN (%)",STP,Sao Tome and Principe,2017,83.09832,URBAN,Urbanism,211028
851,"Number of commercial bank branches per 100,000 adults",AGO,Angola,2010,7.413640986229299,ALL,Monetary,31127674
852,"Number of commercial bank branches per 100,000 adults",AGO,Angola,2011,8.373728894121781,ALL,Monetary,31127674
853,"Number of commercial bank branches per 100,000 adults",AGO,Angola,2012,9.0360625636456,ALL,Monetary,31127674
854,"Number of commercial bank branches per 100,000 adults",AGO,Angola,2013,10.1493128463799,ALL,Monetary,31127674
855,"Number of commercial bank branches per 100,000 adults",AGO,Angola,2014,10.188728273151801,ALL,Monetary,31127674
856,"Number of commercial bank branches per 100,000 adults",AGO,Angola,2015,10.4350755230963,ALL,Monetary,31127674
857,"Number of commercial bank branches per 100,000 adults",AGO,Angola,2016,10.2939350649147,ALL,Monetary,31127674
858,"Number of commercial bank branches per 100,000 adults",AGO,Angola,2017,10.2864754975458,ALL,Monetary,31127674
859,"Number of commercial bank branches per 100,000 adults",AGO,Angola,2018,9.49472676543949,ALL,Monetary,31127674
860,"Number of commercial bank branches per 100,000 adults",BRA,Brazil,2010,18.6690855914773,ALL,Monetary,210147125
861,"Number of commercial bank branches per 100,000 adults",BRA,Brazil,2011,19.1866696996616,ALL,Monetary,210147125
862,"Number of commercial bank branches per 100,000 adults",BRA,Brazil,2012,20.405997005034603,ALL,Monetary,210147125
863,"Number of commercial bank branches per 100,000 adults",BRA,Brazil,2013,20.5303606869429,ALL,Monetary,210147125
864,"Number of commercial bank branches per 100,000 adults",BRA,Brazil,2014,21.235095183176302,ALL,Monetary,210147125
865,"Number of commercial bank branches per 100,000 adults",BRA,Brazil,2015,20.851993793737602,ALL,Monetary,210147125
866,"Number of commercial bank branches per 100,000 adults",BRA,Brazil,2016,20.3378751787739,ALL,Monetary,210147125
867,"Number of commercial bank branches per 100,000 adults",BRA,Brazil,2017,19.5081963607448,ALL,Monetary,210147125
868,"Number of commercial bank branches per 100,000 adults",BRA,Brazil,2018,18.9785235851986,ALL,Monetary,210147125
869,"Number of commercial bank branches per 100,000 adults",CPV,Cabo Verde,2010,31.188242032753703,ALL,Monetary,543767
870,"Number of commercial bank branches per 100,000 adults",CPV,Cabo Verde,2011,30.4697616913062,ALL,Monetary,543767
871,"Number of commercial bank branches per 100,000 adults",CPV,Cabo Verde,2012,34.1526133924164,ALL,Monetary,543767
872,"Number of commercial bank branches per 100,000 adults",CPV,Cabo Verde,2013,34.087387666563394,ALL,Monetary,543767
873,"Number of commercial bank branches per 100,000 adults",CPV,Cabo Verde,2014,33.7685415588334,ALL,Monetary,543767
874,"Number of commercial bank branches per 100,000 adults",CPV,Cabo Verde,2015,33.7292898080423,ALL,Monetary,543767
875,"Number of commercial bank branches per 100,000 adults",CPV,Cabo Verde,2016,33.4185283014832,ALL,Monetary,543767
876,"Number of commercial bank branches per 100,000 adults",CPV,Cabo Verde,2017,31.2633000383567,ALL,Monetary,543767
877,"Number of commercial bank branches per 100,000 adults",CPV,Cabo Verde,2018,32.5343482672877,ALL,Monetary,543767
878,"Number of commercial bank branches per 100,000 adults",GIN,Guinea,2010,1.47650040239193,ALL,Monetary,1308975
879,"Number of commercial bank branches per 100,000 adults",GIN,Guinea,2011,1.63470173267723,ALL,Monetary,1308975
880,"Number of commercial bank branches per 100,000 adults",GIN,Guinea,2012,1.8006506581897601,ALL,Monetary,1308975
881,"Number of commercial bank branches per 100,000 adults",GIN,Guinea,2013,1.87113698711882,ALL,Monetary,1308975
882,"Number of commercial bank branches per 100,000 adults",GIN,Guinea,2014,2.5078250698585,ALL,Monetary,1308975
883,"Number of commercial bank branches per 100,000 adults",GIN,Guinea,2015,2.78494348156129,ALL,Monetary,1308975
884,"Number of commercial bank branches per 100,000 adults",GIN,Guinea,2016,2.75473953706833,ALL,Monetary,1308975
885,"Number of commercial bank branches per 100,000 adults",GIN,Guinea,2017,2.76462762992635,ALL,Monetary,1308975
886,"Number of commercial bank branches per 100,000 adults",GIN,Guinea,2018,2.78311047887002,ALL,Monetary,1308975
887,"Number of commercial bank branches per 100,000 adults",MOZ,Mozambique,2010,3.38290781129858,ALL,Monetary,30066648
888,"Number of commercial bank branches per 100,000 adults",MOZ,Mozambique,2011,3.61954539271877,ALL,Monetary,30066648
889,"Number of commercial bank branches per 100,000 adults",MOZ,Mozambique,2012,3.8538955583927796,ALL,Monetary,30066648
890,"Number of commercial bank branches per 100,000 adults",MOZ,Mozambique,2013,3.8748704925370894,ALL,Monetary,30066648
891,"Number of commercial bank branches per 100,000 adults",MOZ,Mozambique,2014,4.12434581059788,ALL,Monetary,30066648
892,"Number of commercial bank branches per 100,000 adults",MOZ,Mozambique,2015,4.28876810928946,ALL,Monetary,30066648
893,"Number of commercial bank branches per 100,000 adults",MOZ,Mozambique,2016,4.36152747119555,ALL,Monetary,30066648
894,"Number of commercial bank branches per 100,000 adults",MOZ,Mozambique,2017,4.29969290806876,ALL,Monetary,30066648
895,"Number of commercial bank branches per 100,000 adults",MOZ,Mozambique,2018,4.24022725657296,ALL,Monetary,30066648
896,"Number of commercial bank branches per 100,000 adults",PRT,Portugal,2010,65.8687669927404,ALL,Monetary,10295909
897,"Number of commercial bank branches per 100,000 adults",PRT,Portugal,2011,63.94605407710571,ALL,Monetary,10295909
898,"Number of commercial bank branches per 100,000 adults",PRT,Portugal,2012,61.0956902197885,ALL,Monetary,10295909
899,"Number of commercial bank branches per 100,000 adults",PRT,Portugal,2013,58.02747274485821,ALL,Monetary,10295909
900,"Number of commercial bank branches per 100,000 adults",PRT,Portugal,2014,53.388235412850506,ALL,Monetary,10295909
901,"Number of commercial bank branches per 100,000 adults",PRT,Portugal,2015,35.4985341543882,ALL,Monetary,10295909
902,"Number of commercial bank branches per 100,000 adults",PRT,Portugal,2016,42.6983994004007,ALL,Monetary,10295909
903,"Number of commercial bank branches per 100,000 adults",PRT,Portugal,2017,39.07765489089179,ALL,Monetary,10295909
904,"Number of commercial bank branches per 100,000 adults",PRT,Portugal,2018,36.0415965202271,ALL,Monetary,10295909
905,"Number of commercial bank branches per 100,000 adults",GNB,Guinea-Bissau,2010,1.96381270771651,ALL,Monetary,1874303
906,"Number of commercial bank branches per 100,000 adults",GNB,Guinea-Bissau,2011,2.3607096967837005,ALL,Monetary,1874303
907,"Number of commercial bank branches per 100,000 adults",GNB,Guinea-Bissau,2012,2.51424648579396,ALL,Monetary,1874303
908,"Number of commercial bank branches per 100,000 adults",GNB,Guinea-Bissau,2013,2.76291823674809,ALL,Monetary,1874303
909,"Number of commercial bank branches per 100,000 adults",GNB,Guinea-Bissau,2014,2.68573677507058,ALL,Monetary,1874303
910,"Number of commercial bank branches per 100,000 adults",GNB,Guinea-Bissau,2015,3.3138918345705197,ALL,Monetary,1874303
911,"Number of commercial bank branches per 100,000 adults",GNB,Guinea-Bissau,2016,3.22534298590525,ALL,Monetary,1874303
912,"Number of commercial bank branches per 100,000 adults",GNB,Guinea-Bissau,2017,3.1385558268239997,ALL,Monetary,1874303
913,"Number of commercial bank branches per 100,000 adults",GNB,Guinea-Bissau,2018,3.05345771701294,ALL,Monetary,1874303
914,"Number of commercial bank branches per 100,000 adults",TLS,Timor-Leste,2010,1.75047461732238,ALL,Monetary,1300000
915,"Number of commercial bank branches per 100,000 adults",TLS,Timor-Leste,2011,3.86092634433594,ALL,Monetary,1300000
916,"Number of commercial bank branches per 100,000 adults",TLS,Timor-Leste,2012,4.20434939945373,ALL,Monetary,1300000
917,"Number of commercial bank branches per 100,000 adults",TLS,Timor-Leste,2013,4.82182621553855,ALL,Monetary,1300000
918,"Number of commercial bank branches per 100,000 adults",TLS,Timor-Leste,2014,4.97438900290504,ALL,Monetary,1300000
919,"Number of commercial bank branches per 100,000 adults",TLS,Timor-Leste,2015,4.97281527648853,ALL,Monetary,1300000
920,"Number of commercial bank branches per 100,000 adults",TLS,Timor-Leste,2016,4.82970591115756,ALL,Monetary,1300000
921,"Number of commercial bank branches per 100,000 adults",TLS,Timor-Leste,2017,5.08432814514584,ALL,Monetary,1300000
922,"Number of commercial bank branches per 100,000 adults",TLS,Timor-Leste,2018,6.33774609468086,ALL,Monetary,1300000
923,"Number of commercial bank branches per 100,000 adults",STP,Sao Tome and Principe,2010,28.4096475244421,ALL,Monetary,211028
924,"Number of commercial bank branches per 100,000 adults",STP,Sao Tome and Principe,2011,28.727377190462498,ALL,Monetary,211028
925,"Number of commercial bank branches per 100,000 adults",STP,Sao Tome and Principe,2012,31.9099014547161,ALL,Monetary,211028
926,"Number of commercial bank branches per 100,000 adults",STP,Sao Tome and Principe,2013,32.2399388362303,ALL,Monetary,211028
927,"Number of commercial bank branches per 100,000 adults",STP,Sao Tome and Principe,2014,30.7225214154046,ALL,Monetary,211028
928,"Number of commercial bank branches per 100,000 adults",STP,Sao Tome and Principe,2015,30.0892944060462,ALL,Monetary,211028
929,"Number of commercial bank branches per 100,000 adults",STP,Sao Tome and Principe,2016,25.0923658639994,ALL,Monetary,211028
930,"Number of commercial bank branches per 100,000 adults",STP,Sao Tome and Principe,2017,24.505454576182398,ALL,Monetary,211028
931,"Number of commercial bank branches per 100,000 adults",STP,Sao Tome and Principe,2018,20.6102276193538,ALL,Monetary,211028
932,Carbon dioxide emissions from fuel combustion (millions of tonnes),AGO,Angola,2010,15.152000000000001,ALL,Enviroment,31127674
933,Carbon dioxide emissions from fuel combustion (millions of tonnes),AGO,Angola,2011,16.144000000000002,ALL,Enviroment,31127674
934,Carbon dioxide emissions from fuel combustion (millions of tonnes),AGO,Angola,2012,16.45,ALL,Enviroment,31127674
935,Carbon dioxide emissions from fuel combustion (millions of tonnes),AGO,Angola,2013,19.29,ALL,Enviroment,31127674
936,Carbon dioxide emissions from fuel combustion (millions of tonnes),AGO,Angola,2014,20.914,ALL,Enviroment,31127674
937,Carbon dioxide emissions from fuel combustion (millions of tonnes),AGO,Angola,2015,21.531999999999996,ALL,Enviroment,31127674
938,Carbon dioxide emissions from fuel combustion (millions of tonnes),AGO,Angola,2016,21.458000000000002,ALL,Enviroment,31127674
939,Carbon dioxide emissions from fuel combustion (millions of tonnes),AGO,Angola,2017,18.021,ALL,Enviroment,31127674
940,Carbon dioxide emissions from fuel combustion (millions of tonnes),BRA,Brazil,2010,372.004,ALL,Enviroment,210147125
941,Carbon dioxide emissions from fuel combustion (millions of tonnes),BRA,Brazil,2011,391.087,ALL,Enviroment,210147125
942,Carbon dioxide emissions from fuel combustion (millions of tonnes),BRA,Brazil,2012,424.087,ALL,Enviroment,210147125
943,Carbon dioxide emissions from fuel combustion (millions of tonnes),BRA,Brazil,2013,453.475,ALL,Enviroment,210147125
944,Carbon dioxide emissions from fuel combustion (millions of tonnes),BRA,Brazil,2014,477.793,ALL,Enviroment,210147125
945,Carbon dioxide emissions from fuel combustion (millions of tonnes),BRA,Brazil,2015,453.634,ALL,Enviroment,210147125
946,Carbon dioxide emissions from fuel combustion (millions of tonnes),BRA,Brazil,2016,418.524,ALL,Enviroment,210147125
947,Carbon dioxide emissions from fuel combustion (millions of tonnes),BRA,Brazil,2017,427.63300000000004,ALL,Enviroment,210147125
948,Carbon dioxide emissions from fuel combustion (millions of tonnes),MOZ,Mozambique,2010,2.377,ALL,Enviroment,30066648
949,Carbon dioxide emissions from fuel combustion (millions of tonnes),MOZ,Mozambique,2011,2.824,ALL,Enviroment,30066648
950,Carbon dioxide emissions from fuel combustion (millions of tonnes),MOZ,Mozambique,2012,2.622,ALL,Enviroment,30066648
951,Carbon dioxide emissions from fuel combustion (millions of tonnes),MOZ,Mozambique,2013,2.955,ALL,Enviroment,30066648
